Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0B7wvvmu9EISAwZnOpjhNI,"When I Was Your Man","Unorthodox Jukebox","Bruno Mars",2012-12-05,213826,52,jonathan.holgersson,2024-02-15T21:57:53Z,"dance pop,pop","Atlantic Records",0.601,0.271,0,-8.688,1,0.0403,0.937,0,0.144,0.411,145.494,4
4ZtFanR9U6ndgddUvNcjcG,"good 4 u","SOUR","Olivia Rodrigo",2021-05-21,178146,83,jonathan.holgersson,2024-02-15T21:57:53Z,"pop","Olivia Rodrigo PS",0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4
7m9OqQk4RVRkw9JJdeAw96,"Jocelyn Flores","17","XXXTENTACION",2017-08-25,119133,81,jonathan.holgersson,2024-02-15T21:57:53Z,"emo rap,miami hip hop,rap","Bad Vibes Forever / EMPIRE",0.872,0.391,0,-9.144,0,0.242,0.469,0.00000413,0.297,0.437,134.021,4
47Slg6LuqLaX0VodpSCvPt,"Just the Way You Are","Doo-Wops & Hooligans","Bruno Mars",2010-05-11,220734,80,jonathan.holgersson,2024-02-15T21:57:53Z,"dance pop,pop","Elektra (NEK)",0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4
0lYBSQXN6rCTvUZvg9S0lU,"Let Me Love You","Encore","DJ Snake,Justin Bieber",2016-08-05,205946,83,jonathan.holgersson,2024-02-15T21:57:53Z,"dance pop,edm,electronic trap,pop,pop dance,canadian pop","DJ Snake Def Jam",0.475,0.715,8,-5.371,1,0.058,0.0863,0.0000267,0.135,0.159,199.892,4
2dpaYNEQHiRxtZbfNsse99,"Happier","Happier","Marshmello,Bastille",2018-08-17,214289,13,jonathan.holgersson,2024-02-15T21:57:53Z,"brostep,edm,pop,progressive electro house,metropopolis,modern rock","Astralwerks",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.011,4
3B54sVLJ402zGa6Xm4YGNe,"Unforgettable","Jungle Rules","French Montana,Swae Lee",2017-07-14,233901,86,jonathan.holgersson,2024-02-15T21:57:53Z,"hip hop,pop rap,rap,southern hip hop,trap,melodic rap","Bad Boy Entertainment/Epic Records",0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4
2xLMifQCjDGFmkHkpNLD9h,"SICKO MODE","ASTROWORLD","Travis Scott",2018-08-03,312820,82,jonathan.holgersson,2024-02-15T21:57:53Z,"rap,slap house","Cactus Jack / Epic",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
7GX5flRQZVHRAGd6B4TmDO,"XO Tour Llif3","Luv Is Rage 2","Lil Uzi Vert",2017-08-25,182706,82,jonathan.holgersson,2024-02-15T21:57:53Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,4
7DSAEUvxU8FajXtRloy8M0,"Flowers","Endless Summer Vacation","Miley Cyrus",2023-08-18,200600,87,jonathan.holgersson,2024-07-05T10:21:48Z,"pop","Columbia",0.706,0.691,0,-4.775,1,0.0633,0.0584,0.0000699,0.0232,0.632,118.048,4
0KKkJNfGyhkQ5aFogxQAPU,"That's What I Like","24K Magic","Bruno Mars",2016-11-17,206693,87,jonathan.holgersson,2024-02-15T21:57:53Z,"dance pop,pop","Atlantic Records",0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4
1JSTJqkT5qHq8MDJnJbRE1,"Every Breath You Take","Synchronicity (Remastered 2003)","The Police",1983-06-17,253920,87,jonathan.holgersson,2024-03-29T21:39:09Z,"album rock,classic rock,permanent wave,rock","Polydor Records",0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4
60a0Rd6pjrkxjPbaKzXjfq,"In the End","Hybrid Theory (Bonus Edition)","Linkin Park",2000,216880,87,jonathan.holgersson,2024-05-16T07:38:07Z,"alternative metal,nu metal,post-grunge,rap metal,rock","Warner Records",0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
69bp2EbF7Q2rqc5N3ylezZ,"Sorry","Purpose (Deluxe)","Justin Bieber",2015-11-13,200786,0,jonathan.holgersson,2024-02-15T21:57:53Z,"canadian pop,pop","Universal Music Group",0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,4
4WjH9Bzt3kx7z8kl0awxh4,"Lean On (feat. MØ & DJ Snake)","Peace Is The Mission","Major Lazer,MØ,DJ Snake",2015-05-29,176561,0,jonathan.holgersson,2024-02-15T21:57:53Z,"dance pop,edm,electro house,moombahton,pop,pop dance,danish pop,electropop,electronic trap","Mad Decent.",0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4
2ekn2ttSfGqwhhate0LSR0,"New Rules","Dua Lipa (Deluxe)","Dua Lipa",2017-06-02,209320,80,jonathan.holgersson,2024-02-15T21:57:53Z,"dance pop,pop,uk pop","Warner Records",0.762,0.7,9,-6.021,0,0.0694,0.00261,0.0000156,0.153,0.608,116.073,4
4OHRFx5PNBgEOMOmUwnXDc,"Not Regular","Not Regular","Mj Grizz",2024-01-26,169832,42,jonathan.holgersson,2024-08-21T08:40:03Z,"","MJ GRIZZ PRODUCTIONS",0.775,0.723,2,-8.147,0,0.0321,0.411,0.734,0.119,0.21,116.989,4
5g7sDjBhZ4I3gcFIpkrLuI,"Locked out of Heaven","Unorthodox Jukebox","Bruno Mars",2012-12-05,233653,52,jonathan.holgersson,2024-07-09T18:25:08Z,"dance pop,pop","Atlantic Records",0.728,0.697,5,-4.125,1,0.0456,0.0556,0,0.282,0.87,143.986,4
463CkQjx2Zk1yXoBuierM9,"Levitating (feat. DaBaby)","Levitating (feat. DaBaby)","Dua Lipa,DaBaby",2020-10-01,203064,67,jonathan.holgersson,2024-02-15T21:57:53Z,"dance pop,pop,uk pop,hip hop,north carolina hip hop,pop rap,rap,trap","Warner Records",0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4
7JJmb5XwzOO8jgpou264Ml,"There's Nothing Holdin' Me Back","Illuminate (Deluxe)","Shawn Mendes",2017-04-20,199440,85,jonathan.holgersson,2024-02-15T21:57:53Z,"canadian pop,pop,viral pop","Island Records",0.866,0.811,11,-4.063,0,0.0553,0.375,0,0.078,0.969,121.995,4
1mXVgsBdtIVeCLJnSnmtdV,"Too Good At Goodbyes","The Thrill Of It All (Special Edition)","Sam Smith",2017-11-03,201000,83,jonathan.holgersson,2024-02-15T21:57:53Z,"pop,uk pop","PLG - Capitol",0.715,0.372,5,-8.237,1,0.0443,0.638,0,0.169,0.474,91.931,4
6inq6ixnsfrTJbp1tUZ55K,"Poker Face","Genesis","Luca D'Souza",2024-08-23,189516,24,jonathan.holgersson,2024-09-24T17:34:35Z,"","Mojo Records & Publishing",0.742,0.397,8,-7.878,0,0.243,0.731,0,0.168,0.73,76.017,4
2whoe0pPKh4JRn6eWSIqTV,"Stay With Me","In The Lonely Hour","Sam Smith",2014-01-01,172723,0,jonathan.holgersson,2024-02-15T21:57:53Z,"pop,uk pop","Universal Music Group",0.414,0.419,0,-6.431,1,0.0388,0.55,0.000195,0.11,0.18,84.082,4
6zSpb8dQRaw0M1dK8PBwQz,"Cold Heart - PNAU Remix","Cold Heart (PNAU Remix)","Elton John,Dua Lipa,PNAU",2021-08-13,202735,81,jonathan.holgersson,2024-08-02T14:24:13Z,"glam rock,mellow gold,piano rock,rock,dance pop,pop,uk pop,alternative dance,aussietronica,australian dance,australian electropop","EMI",0.796,0.798,1,-6.312,1,0.0317,0.034,0.0000419,0.0952,0.942,116.032,4
7aO1zXJU8scz0tQCO5dEfE,"on the other side","on the other side","Annette Eichler",2024-07-26,207200,29,jonathan.holgersson,2024-09-09T15:21:10Z,"","dirm makes music",0.59,0.76,6,-6.904,1,0.0321,0.00715,0.0012,0.186,0.427,119.964,4
1rfofaqEpACxVEHIZBJe6W,"Havana (feat. Young Thug)","Camila","Camila Cabello,Young Thug",2018-01-12,217306,81,jonathan.holgersson,2024-02-15T21:57:53Z,"dance pop,pop,atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap","Syco Music/Epic",0.765,0.523,2,-4.333,1,0.03,0.184,0.0000356,0.132,0.394,104.988,4
4CeeEOM32jQcH3eN9Q2dGj,"Smells Like Teen Spirit","Nevermind (Remastered)","Nirvana",1991-09-26,301920,82,jonathan.holgersson,2024-09-09T15:18:52Z,"grunge,permanent wave,rock","Geffen",0.502,0.912,1,-4.556,1,0.0564,0.0000255,0.000173,0.106,0.72,116.761,4
6FZDfxM3a3UCqtzo5pxSLZ,"Without Me","Manic","Halsey",2020-01-17,201660,78,jonathan.holgersson,2024-09-09T15:24:11Z,"electropop,etherpop,indie poptimism,pop","Capitol Records",0.752,0.488,6,-7.05,1,0.0705,0.293,0.0000092,0.0936,0.533,136.07,4
