Popularity,Duration,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Category
39,240.133,0.672,0.868,11,-5.091,0,0.0376,0.00851,0.000142,0.436,0.933,150.03,4,Favoritas
38,208.12,0.904,0.748,7,-4.769,1,0.0377,0.043,0.0,0.0921,0.958,120.0,4,Favoritas
0,231.893,0.892,0.639,4,-4.297,1,0.0495,0.294,0.0,0.0686,0.944,140.002,4,Favoritas
29,240.706,0.638,0.673,8,-4.461,1,0.0739,0.331,0.0,0.119,0.572,90.01,4,Favoritas
31,197.053,0.565,0.866,1,-4.405,0,0.244,0.31,0.0,0.0651,0.76,100.058,4,Favoritas
0,199.042,0.754,0.779,7,-6.092,1,0.0342,0.0718,0.0,0.0328,0.766,95.0,4,Favoritas
0,222.667,0.454,0.747,10,-5.49,1,0.0313,0.154,0.0,0.11,0.563,94.082,4,Favoritas
0,201.044,0.515,0.807,7,-5.146,0,0.0708,0.0389,0.0,0.0612,0.444,173.93,4,Favoritas
0,187.292,0.577,0.914,10,-5.156,1,0.0582,0.0437,1.53e-05,0.0641,0.815,154.923,4,Favoritas
0,286.084,0.427,0.808,11,-4.034,0,0.066,0.0204,0.0,0.0801,0.717,159.975,4,Favoritas
0,249.676,0.686,0.898,0,-5.694,1,0.0537,0.0591,7.5e-05,0.252,0.962,90.007,4,Favoritas
0,244.106,0.727,0.926,11,-3.427,1,0.084,0.0196,1.26e-06,0.152,0.686,90.015,4,Favoritas
4,198.709,0.411,0.926,2,-4.596,0,0.0909,0.00101,0.0,0.13,0.76,186.037,4,Favoritas
27,227.746,0.712,0.66,8,-7.269,1,0.0447,0.272,0.0,0.0935,0.843,102.022,4,Favoritas
35,210.239,0.666,0.829,2,-5.463,1,0.0587,0.206,0.0,0.193,0.575,147.979,4,Favoritas
37,308.239,0.407,0.909,2,-7.837,0,0.1,0.00311,0.0122,0.266,0.592,192.078,4,Favoritas
41,243.239,0.417,0.975,9,-2.712,1,0.186,0.00763,0.0,0.211,0.374,94.423,4,Favoritas
39,271.743,0.542,0.876,6,-7.281,0,0.0443,0.00977,0.519,0.294,0.756,144.978,4,Favoritas
53,234.106,0.547,0.94,11,-5.13,0,0.0796,0.0676,0.000212,0.0657,0.729,180.09,4,Favoritas
55,305.253,0.669,0.739,9,-5.872,0,0.0329,0.0138,8.84e-06,0.136,0.764,118.04,4,Favoritas
24,225.146,0.417,0.955,2,-2.47,1,0.15,0.034,0.0,0.0691,0.497,160.111,4,Favoritas
12,153.493,0.559,0.994,5,-1.005,1,0.198,0.00776,7.91e-06,0.116,0.34,97.523,4,Favoritas
21,147.133,0.537,0.9,5,-5.824,1,0.0864,0.0915,0.0,0.0782,0.741,94.262,4,Favoritas
36,229.813,0.511,0.922,0,-4.742,1,0.073,0.00402,0.000144,0.14,0.369,167.126,4,Favoritas
42,181.134,0.626,0.837,0,-6.253,1,0.0351,0.0221,3.01e-06,0.0694,0.98,150.068,4,Favoritas
37,205.933,0.771,0.748,6,-5.18,1,0.033,0.0993,0.0,0.105,0.774,107.954,4,Favoritas
0,294.213,0.621,0.792,0,-4.676,0,0.177,0.085,0.0,0.0494,0.962,190.101,4,Favoritas
0,126.2,0.449,0.827,10,-4.224,1,0.0908,0.0946,0.000128,0.208,0.521,172.861,4,Favoritas
0,300.946,0.845,0.694,4,-8.64,1,0.095,0.00603,0.0,0.0808,0.893,145.919,4,Favoritas
0,293.946,0.599,0.852,2,-5.278,1,0.0609,0.00516,1.36e-05,0.326,0.679,176.039,4,Favoritas
0,305.173,0.775,0.743,6,-5.39,0,0.0888,0.0594,0.0,0.204,0.638,151.024,4,Favoritas
0,228.746,0.534,0.936,7,-3.945,1,0.114,0.00679,0.0,0.34,0.643,192.073,4,Favoritas
0,283.097,0.731,0.844,11,-5.815,0,0.055,0.0127,0.0,0.0815,0.578,98.005,4,Favoritas
0,88.607,0.475,0.41,10,-12.935,1,0.0554,0.76,0.000214,0.11,0.498,125.022,3,Favoritas
0,248.732,0.756,0.8,4,-5.304,0,0.0527,0.0476,0.0,0.0692,0.671,99.993,4,Favoritas
1,242.602,0.755,0.933,5,-4.799,1,0.048,0.0107,0.0,0.0671,0.646,112.989,4,Favoritas
0,203.906,0.496,0.923,10,-4.269,0,0.0652,0.000907,0.0,0.0688,0.741,164.966,4,Favoritas
0,236.509,0.499,0.941,9,-5.635,1,0.0656,0.00647,0.000152,0.168,0.696,155.052,4,Favoritas
6,263.946,0.564,0.849,0,-3.989,1,0.059,0.0364,0.0,0.0834,0.945,154.977,4,Favoritas
1,241.56,0.593,0.842,1,-3.102,0,0.0514,0.0513,0.0,0.265,0.789,104.938,4,Favoritas
0,234.95,0.449,0.892,2,-2.734,1,0.0443,0.147,0.0,0.448,0.493,104.042,4,Favoritas
0,239.3,0.7,0.84,11,-4.324,1,0.189,0.239,0.0,0.912,0.793,154.965,4,Favoritas
0,190.546,0.638,0.896,0,-3.821,1,0.0356,0.0793,1.57e-06,0.347,0.973,168.11,4,Favoritas
0,215.84,0.575,0.962,7,-2.635,1,0.0466,0.0229,0.0,0.0445,0.96,169.122,4,Favoritas
47,289.379,0.623,0.902,7,-4.022,0,0.091,0.555,0.0,0.385,0.829,94.018,4,Favoritas
0,347.992,0.616,0.503,7,-6.249,1,0.0404,0.72,0.0,0.107,0.582,137.994,4,Favoritas
29,364.933,0.223,0.876,9,-8.918,1,0.104,0.00897,0.116,0.915,0.208,172.083,4,Favoritas
22,220.066,0.829,0.843,9,-8.389,0,0.265,0.0423,0.0,0.192,0.608,119.731,4,Favoritas
41,222.979,0.818,0.686,11,-8.552,1,0.24,0.0551,1.24e-05,0.181,0.633,89.47,4,Favoritas
40,268.158,0.883,0.472,8,-9.131,1,0.256,0.188,0.0,0.345,0.594,87.964,4,Favoritas
24,183.013,0.585,0.608,10,-5.511,1,0.0263,0.0249,2.88e-06,0.337,0.562,95.805,4,Favoritas
28,185.771,0.464,0.34,0,-14.975,1,0.028,0.182,1.73e-06,0.0738,0.116,143.956,4,Favoritas
10,176.04,0.396,0.897,5,-4.536,1,0.125,0.228,0.0,0.903,0.534,130.836,4,Favoritas
41,265.386,0.816,0.804,6,-5.914,0,0.0365,0.0474,0.0,0.0838,0.963,143.97,4,Favoritas
54,162.106,0.554,0.98,4,-3.514,1,0.108,0.127,0.0,0.0833,0.611,135.12,4,Favoritas
57,271.0,0.481,0.724,4,-5.642,1,0.0324,0.0018,0.177,0.11,0.2,116.322,4,Favoritas
38,229.123,0.678,0.807,7,-9.06,1,0.0731,3.4e-05,0.000952,0.386,0.812,112.97,4,Favoritas
0,176.866,0.53,0.873,0,-5.042,1,0.0342,3.47e-05,0.00204,0.15,0.348,115.004,4,Favoritas
0,177.984,0.564,0.939,10,-4.405,1,0.0688,0.000918,4.94e-05,0.295,0.74,107.511,4,Favoritas
62,304.573,0.507,0.73,7,-5.66,1,0.0514,0.187,5.14e-06,0.0843,0.244,151.965,4,Favoritas
28,229.893,0.34,0.879,2,-6.153,1,0.101,0.199,0.000155,0.763,0.305,153.084,4,Favoritas
26,201.68,0.512,0.565,11,-8.609,0,0.0869,0.103,0.0,0.0942,0.683,160.846,4,Favoritas
66,316.717,0.555,0.883,2,-3.426,1,0.0341,0.00114,0.041,0.868,0.507,125.02,4,Favoritas
0,250.54,0.491,0.188,7,-12.266,1,0.06,0.689,1.87e-06,0.0574,0.681,107.806,4,Favoritas
0,191.377,0.453,0.375,3,-6.37,0,0.0394,0.628,1.23e-06,0.162,0.468,87.686,4,Favoritas
0,191.729,0.746,0.829,4,-5.09,1,0.139,0.268,1.6e-05,0.0459,0.836,105.823,4,Favoritas
26,281.48,0.642,0.453,0,-10.525,1,0.148,0.267,0.00121,0.1,0.645,177.851,4,Favoritas
59,201.506,0.585,0.483,0,-7.205,1,0.0761,0.734,0.0,0.104,0.621,103.023,4,Favoritas
10,172.613,0.376,0.785,9,-5.356,0,0.041,0.0566,8.18e-06,0.529,0.448,139.895,4,Favoritas
44,172.762,0.535,0.543,9,-12.694,0,0.0375,0.026,0.0,0.0541,0.536,138.041,4,Favoritas
3,182.178,0.715,0.576,9,-6.063,0,0.0475,0.046,0.85,0.099,0.847,153.05,4,Favoritas
48,277.56,0.62,0.355,2,-9.831,1,0.0329,0.771,3.59e-06,0.14,0.492,121.41,3,Favoritas
0,200.416,0.699,0.275,3,-11.898,1,0.0457,0.62,9.55e-06,0.101,0.559,120.305,4,Favoritas
46,204.186,0.645,0.889,7,-6.66,1,0.0582,0.13,0.0,0.111,0.775,107.138,4,Favoritas
63,172.64,0.428,0.956,8,-2.382,0,0.178,0.0281,0.0,0.58,0.686,198.076,4,Favoritas
46,314.96,0.736,0.815,0,-6.277,1,0.37,0.0736,0.0,0.84,0.871,180.034,4,Favoritas
0,240.133,0.558,0.949,0,-4.886,0,0.0649,0.00347,4.82e-05,0.381,0.85,110.005,4,Favoritas
0,212.933,0.543,0.803,0,-6.934,1,0.0722,0.000579,0.012,0.0582,0.816,200.051,4,Favoritas
0,182.16,0.334,0.856,0,-8.217,1,0.035,0.00044,0.821,0.154,0.758,99.767,4,Favoritas
0,176.573,0.656,0.749,9,-9.584,0,0.0362,0.00991,5.95e-06,0.379,0.437,100.011,4,Favoritas
0,152.146,0.522,0.915,10,-3.219,0,0.0967,0.0231,0.0,0.026,0.915,149.948,4,Favoritas
68,317.626,0.527,0.898,0,-3.624,0,0.0367,0.027,0.0,0.0686,0.462,162.058,4,Favoritas
62,306.24,0.739,0.748,7,-3.806,0,0.0269,0.355,2.54e-06,0.177,0.822,132.86,4,Favoritas
66,269.373,0.641,0.892,0,-2.812,0,0.0303,0.255,1.01e-05,0.221,0.841,151.229,4,Favoritas
64,267.76,0.734,0.852,7,-5.632,0,0.0483,0.323,2.27e-05,0.421,0.89,149.976,4,Favoritas
33,270.906,0.721,0.677,9,-5.264,1,0.0467,0.0166,3.15e-06,0.272,0.846,131.988,4,Favoritas
49,279.0,0.284,0.727,11,-10.903,1,0.037,0.39,0.618,0.119,0.423,143.477,4,Favoritas
29,210.513,0.604,0.907,11,-5.535,0,0.111,0.118,0.0,0.1,0.729,155.109,4,Favoritas
5,57.0,0.767,0.449,9,-9.666,1,0.0475,0.169,0.00753,0.0271,0.965,79.976,4,Favoritas
0,199.386,0.198,0.977,3,-3.499,0,0.173,0.00131,4.62e-05,0.23,0.351,195.795,4,Favoritas
29,162.266,0.87,0.688,10,-6.379,1,0.114,0.0397,1.24e-05,0.113,0.962,157.971,4,Favoritas
25,329.068,0.66,0.678,0,-7.572,1,0.069,0.134,0.0,0.0466,0.698,100.02,4,Favoritas
14,186.075,0.65,0.821,8,-6.947,1,0.0934,0.311,0.0,0.11,0.693,157.986,4,Favoritas
0,201.061,0.675,0.849,9,-4.335,1,0.0344,0.0642,7.24e-05,0.105,0.964,164.98,4,Favoritas
25,137.64,0.553,0.799,10,-5.87,1,0.129,0.327,0.0,0.246,0.917,89.795,4,Favoritas
0,194.133,0.673,0.874,10,-2.355,1,0.036,0.00123,0.149,0.369,0.717,107.053,4,Favoritas
0,221.469,0.749,0.715,1,-4.654,0,0.0355,0.00346,0.0,0.107,0.792,114.971,4,Favoritas
16,244.613,0.557,0.873,6,-3.605,1,0.0339,0.0802,0.0,0.129,0.587,115.028,3,Favoritas
0,355.96,0.813,0.74,5,-8.519,0,0.0811,0.155,4.03e-05,0.104,0.805,120.003,4,Favoritas
0,251.75,0.776,0.851,5,-4.785,0,0.0657,0.0691,0.0,0.102,0.897,97.01,4,Favoritas
0,150.28,0.357,0.969,6,-3.265,1,0.183,0.000511,0.0,0.0941,0.401,130.976,4,Favoritas
10,175.84,0.448,0.858,8,-5.093,1,0.0964,0.00655,1.71e-05,0.186,0.595,94.804,4,Favoritas
9,249.173,0.435,0.857,8,-5.294,1,0.167,0.00592,3.19e-05,0.375,0.685,155.131,4,Favoritas
10,141.093,0.499,0.808,9,-4.652,1,0.126,0.000214,6.28e-05,0.109,0.583,180.017,4,Favoritas
22,219.706,0.582,0.942,1,-4.582,0,0.0978,0.000727,5.56e-05,0.0505,0.398,100.05,4,Favoritas
15,169.466,0.487,0.958,0,-3.108,1,0.149,0.00646,0.0,0.518,0.597,169.933,4,Favoritas
29,162.28,0.604,0.968,0,-3.813,1,0.0847,0.032,4.4e-06,0.197,0.613,95.033,4,Favoritas
19,284.266,0.546,0.972,7,-3.287,1,0.074,0.000388,6.6e-06,0.346,0.585,108.062,4,Favoritas
13,122.533,0.578,0.952,2,-3.635,1,0.0703,0.000357,0.000692,0.32,0.712,100.037,4,Favoritas
31,243.88,0.565,0.984,8,-3.687,1,0.102,0.00118,0.0,0.0896,0.414,99.995,4,Favoritas
0,183.626,0.558,0.961,6,-5.753,1,0.155,0.00351,0.0,0.14,0.313,107.475,4,Favoritas
25,275.52,0.448,0.801,0,-5.957,1,0.0499,0.0285,3.96e-05,0.182,0.384,150.694,4,Favoritas
0,308.946,0.611,0.847,11,-4.26,0,0.299,0.507,0.0,0.25,0.668,175.836,4,Favoritas
28,202.746,0.798,0.69,8,-4.932,1,0.0365,0.181,0.000111,0.0322,0.885,110.044,4,Favoritas
55,239.92,0.723,0.803,9,-3.572,1,0.0296,0.0102,1.69e-06,0.0978,0.629,103.997,4,Favoritas
21,217.84,0.515,0.847,7,-7.466,1,0.0399,0.00101,0.089,0.0949,0.492,79.99,4,Favoritas
42,263.613,0.565,0.826,0,-6.098,1,0.037,0.0537,0.0,0.107,0.784,160.027,4,Favoritas
24,186.0,0.474,0.927,4,-2.897,0,0.0586,0.0589,0.000272,0.526,0.523,151.557,4,Favoritas
49,251.733,0.316,0.844,2,-4.09,1,0.0567,0.0322,3.9e-05,0.155,0.546,170.453,4,Favoritas
15,218.226,0.524,0.941,6,-1.392,0,0.0582,0.0564,0.0,0.0923,0.841,90.012,4,Favoritas
6,237.146,0.446,0.811,9,-6.037,1,0.0413,0.0291,3.44e-06,0.108,0.804,195.897,4,Favoritas
52,323.226,0.328,0.987,7,-1.812,0,0.183,0.0442,0.0691,0.353,0.281,191.91,4,Favoritas
33,181.226,0.52,0.851,5,-3.568,1,0.0782,0.0286,0.0,0.307,0.784,165.964,4,Favoritas
0,172.76,0.577,0.911,11,-3.688,1,0.035,0.353,0.0,0.359,0.708,142.994,4,Favoritas
20,232.318,0.526,0.688,3,-7.216,0,0.029,0.0926,0.000915,0.314,0.52,146.088,4,Favoritas
14,205.316,0.688,0.857,0,-6.537,1,0.0567,0.0281,0.0,0.336,0.851,108.032,4,Favoritas
13,196.46,0.787,0.698,4,-7.726,1,0.0434,0.0328,8.46e-06,0.0953,0.81,108.035,4,Favoritas
30,206.893,0.614,0.945,5,-4.595,0,0.0487,0.00187,0.00653,0.35,0.724,133.946,4,Favoritas
14,217.711,0.724,0.534,5,-8.79,0,0.0309,0.04,1.47e-05,0.171,0.805,106.006,4,Favoritas
39,243.92,0.547,0.681,4,-5.582,0,0.0387,0.0343,1.23e-06,0.106,0.348,155.969,4,Favoritas
0,223.445,0.682,0.644,9,-5.926,1,0.0375,0.0334,1.01e-05,0.0729,0.499,99.984,4,Favoritas
29,210.173,0.522,0.643,5,-6.571,1,0.0316,0.000213,0.00114,0.125,0.412,136.508,4,Favoritas
23,193.699,0.527,0.522,5,-10.138,0,0.0279,0.336,0.0,0.133,0.457,102.278,4,Favoritas
42,235.645,0.282,0.681,0,-5.594,1,0.0344,0.032,0.0,0.195,0.521,78.396,4,Favoritas
30,273.16,0.639,0.972,11,-3.112,0,0.06,0.0187,0.00413,0.953,0.846,159.935,4,Favoritas
0,179.173,0.736,0.799,4,-5.969,0,0.0792,0.0202,0.0,0.165,0.819,100.022,4,Favoritas
0,225.175,0.604,0.612,6,-6.885,0,0.0287,0.000834,1.58e-05,0.132,0.437,111.986,4,Favoritas
22,190.056,0.819,0.88,1,-3.872,0,0.0916,0.283,0.0,0.0782,0.748,112.01,4,Favoritas
0,272.394,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,Favoritas
0,263.234,0.533,0.909,7,-5.277,1,0.0463,0.00389,1.35e-05,0.121,0.672,155.037,4,Favoritas
0,220.12,0.602,0.916,1,-3.033,1,0.0741,0.00137,1e-06,0.345,0.783,94.973,4,Favoritas
0,200.074,0.391,0.991,11,-3.92,0,0.217,9.5e-05,0.000795,0.295,0.33,154.96,4,Favoritas
0,252.44,0.407,0.923,10,-4.979,0,0.108,0.0747,1.18e-05,0.117,0.738,164.81,4,Favoritas
0,243.186,0.432,0.97,2,-5.529,1,0.0669,0.000266,9.91e-05,0.134,0.24,150.048,4,Favoritas
9,211.946,0.554,0.649,4,-4.23,1,0.0298,0.0348,0.000104,0.294,0.331,169.997,4,Favoritas
17,231.626,0.516,0.869,9,-7.345,1,0.0433,0.00234,1.71e-05,0.131,0.89,177.964,4,Favoritas
39,217.833,0.599,0.832,11,-5.76,0,0.0627,0.000274,1.6e-05,0.355,0.705,128.034,4,Favoritas
48,167.386,0.37,0.943,2,-5.162,1,0.144,0.0155,0.0,0.282,0.517,170.038,4,Favoritas
0,204.913,0.602,0.769,8,-6.839,1,0.0401,0.0652,0.00148,0.132,0.232,100.024,4,Favoritas
39,235.04,0.561,0.868,9,-3.447,0,0.0311,0.00368,0.000143,0.268,0.421,93.971,4,Favoritas
49,179.117,0.346,0.744,2,-5.622,1,0.0322,0.00106,1.06e-06,0.0961,0.382,175.642,4,Favoritas
17,193.6,0.472,0.938,11,-4.215,1,0.104,0.0819,0.0,0.101,0.753,175.066,4,Favoritas
0,224.133,0.504,0.845,5,-7.799,0,0.0938,0.0139,0.0419,0.359,0.736,159.508,4,Favoritas
32,276.093,0.8,0.758,9,-4.891,1,0.0504,0.0637,5.82e-06,0.101,0.776,105.998,4,Favoritas
0,223.774,0.434,0.863,2,-3.451,1,0.124,0.0391,1.88e-06,0.0733,0.924,169.996,4,Favoritas
25,184.68,0.406,0.965,11,-3.735,0,0.079,0.000496,3.21e-06,0.161,0.658,189.977,4,Favoritas
6,190.0,0.766,0.977,7,-2.547,1,0.0502,0.386,1.54e-06,0.278,0.666,119.983,4,Favoritas
0,263.106,0.536,0.87,9,-6.091,1,0.0883,0.289,0.0,0.0995,0.514,160.044,4,Favoritas
31,292.106,0.666,0.407,7,-6.933,1,0.133,0.361,0.0,0.135,0.214,148.32,4,Favoritas
0,163.757,0.666,0.954,11,-3.019,0,0.042,0.0232,0.0,0.34,0.893,122.053,4,Favoritas
0,237.661,0.641,0.846,9,-6.198,0,0.0382,0.0388,0.00239,0.795,0.805,162.014,4,Favoritas
33,157.36,0.399,0.963,7,-3.276,1,0.0627,1.11e-05,4.53e-06,0.286,0.691,166.03,4,Favoritas
0,220.973,0.888,0.716,7,-6.157,1,0.0863,0.0451,0.0,0.107,0.744,95.982,4,Favoritas
0,228.064,0.54,0.792,0,-5.899,1,0.0551,0.0231,0.0,0.188,0.421,171.91,4,Favoritas
0,237.24,0.556,0.947,0,-5.574,1,0.0481,0.00298,0.00125,0.106,0.963,176.015,4,Favoritas
0,203.466,0.502,0.931,6,-3.276,0,0.0733,0.000317,2.52e-05,0.116,0.31,90.002,4,Favoritas
25,230.48,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,4,Favoritas
25,272.0,0.629,0.986,2,-2.817,1,0.142,0.199,1.75e-05,0.112,0.416,100.01,4,Favoritas
0,329.026,0.729,0.582,11,-9.036,0,0.0988,0.0514,6.56e-06,0.0951,0.377,129.973,4,Favoritas
0,230.0,0.534,0.747,0,-6.221,1,0.3,0.292,0.0,0.21,0.667,173.957,4,Favoritas
11,235.453,0.581,0.932,8,-5.58,1,0.0875,0.000127,0.0119,0.457,0.519,100.214,4,Favoritas
0,187.2,0.564,0.942,9,-5.47,0,0.0943,0.0381,0.0,0.121,0.822,93.879,4,Favoritas
23,211.813,0.477,0.866,6,-3.768,1,0.0353,0.0216,0.000116,0.0753,0.886,170.007,4,Favoritas
0,207.747,0.719,0.769,5,-6.997,0,0.0305,0.0305,1.01e-06,0.0572,0.78,99.975,4,Favoritas
51,198.826,0.729,0.972,9,-2.731,1,0.0415,0.0176,6.51e-05,0.158,0.945,105.999,4,Favoritas
0,233.2,0.593,0.92,4,-3.289,1,0.0408,0.00387,1.8e-06,0.233,0.595,115.147,4,Favoritas
29,258.333,0.515,0.948,9,-4.159,0,0.0797,0.0266,1.75e-05,0.31,0.706,169.997,4,Favoritas
55,212.68,0.723,0.881,5,-7.178,0,0.0743,0.349,0.000274,0.705,0.658,136.306,4,Favoritas
0,273.548,0.641,0.907,4,-6.938,1,0.356,0.432,0.0,0.278,0.382,92.881,4,Favoritas
0,194.237,0.661,0.89,5,-6.179,1,0.0647,0.104,0.0,0.105,0.524,107.298,4,Favoritas
61,240.984,0.46,0.816,3,-6.576,1,0.0427,0.00144,0.0,0.11,0.373,143.892,4,Favoritas
0,214.229,0.55,0.855,6,-7.001,1,0.0923,0.00106,0.0,0.263,0.666,100.986,4,Favoritas
22,282.133,0.518,0.789,11,-4.559,1,0.0411,0.0353,2.89e-06,0.256,0.291,129.94,4,Favoritas
0,225.477,0.601,0.829,0,-5.977,1,0.029,0.00241,5.31e-05,0.322,0.881,110.985,4,Favoritas
37,232.44,0.554,0.733,5,-2.61,1,0.027,0.17,0.0,0.113,0.428,88.043,4,Favoritas
37,194.306,0.604,0.593,7,-7.233,1,0.0409,0.271,0.00596,0.0966,0.328,144.942,4,Favoritas
39,178.413,0.548,0.826,1,-4.411,1,0.0437,0.00797,2.11e-06,0.105,0.787,101.428,4,Favoritas
62,235.08,0.669,0.848,0,-4.688,1,0.044,0.0303,4.04e-05,0.0389,0.826,147.947,4,Favoritas
25,240.746,0.421,0.623,11,-6.637,0,0.0421,0.0194,0.00367,0.347,0.334,130.157,4,Favoritas
0,229.745,0.575,0.413,5,-8.615,1,0.0343,0.823,0.0,0.12,0.225,78.907,4,Favoritas
25,233.152,0.499,0.671,4,-5.209,1,0.0269,0.27,0.0,0.0727,0.564,170.05,4,Favoritas
0,243.089,0.627,0.95,0,-5.067,1,0.0635,0.00186,7.55e-05,0.343,0.61,105.002,4,Favoritas
0,219.933,0.836,0.403,11,-10.313,0,0.0586,0.397,0.0,0.077,0.663,97.046,4,Favoritas
0,194.951,0.815,0.683,9,-4.988,1,0.0777,0.255,0.0,0.114,0.969,129.975,4,Favoritas
57,211.16,0.907,0.546,5,-10.08,0,0.219,0.0327,8.93e-05,0.0765,0.886,148.026,4,Favoritas
54,271.733,0.837,0.519,11,-6.765,0,0.409,0.139,0.0,0.0561,0.879,82.935,4,Favoritas
0,297.109,0.438,0.899,4,-5.587,0,0.0857,0.0214,1.54e-06,0.0348,0.502,135.015,4,Favoritas
54,252.68,0.772,0.81,9,-5.199,1,0.0522,0.269,0.0,0.64,0.92,114.077,4,Favoritas
0,185.796,0.763,0.658,2,-6.868,1,0.0635,0.88,0.0,0.108,0.574,96.916,4,Favoritas
0,189.403,0.18,0.977,0,-5.115,0,0.0901,0.000452,2.79e-05,0.271,0.286,169.367,4,Favoritas
35,295.586,0.486,0.493,2,-10.245,1,0.0449,0.13,0.000575,0.146,0.377,134.559,4,Favoritas
34,229.973,0.564,0.846,0,-3.617,1,0.0701,0.00153,1.48e-05,0.17,0.428,174.933,4,Favoritas
58,267.186,0.437,0.855,1,-5.172,1,0.075,0.0568,0.254,0.0429,0.584,189.856,4,Favoritas
25,172.4,0.645,0.92,9,-4.367,0,0.0364,0.00283,0.000575,0.114,0.816,146.108,4,Favoritas
32,256.306,0.564,0.711,10,-6.078,1,0.04,0.137,0.0,0.0969,0.661,159.915,4,Favoritas
43,192.666,0.476,0.708,11,-5.408,0,0.0368,0.0179,0.0,0.146,0.544,134.818,4,Favoritas
0,214.229,0.55,0.855,6,-7.001,1,0.0923,0.00106,0.0,0.263,0.666,100.986,4,Favoritas
41,240.666,0.603,0.688,7,-9.69,0,0.197,0.188,0.0,0.0688,0.803,117.789,4,Favoritas
75,207.356,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,4,Favoritas
50,400.48,0.398,0.825,7,-2.961,1,0.0641,0.508,0.0,0.301,0.299,132.414,4,Favoritas
52,263.466,0.714,0.544,11,-7.047,0,0.418,0.257,0.0,0.197,0.92,82.841,4,Favoritas
28,288.533,0.617,0.617,6,-9.311,0,0.379,0.404,0.0,0.106,0.743,87.453,4,Favoritas
57,275.493,0.578,0.791,9,-5.758,1,0.0315,0.0975,5.58e-05,0.118,0.162,105.042,4,Favoritas
25,207.14,0.599,0.395,6,-7.723,0,0.0297,0.173,0.0,0.0618,0.364,130.903,3,Favoritas
0,219.666,0.856,0.523,4,-10.481,0,0.131,0.444,0.0,0.0537,0.709,105.935,4,Favoritas
0,163.051,0.651,0.43,0,-5.453,1,0.138,0.606,0.0,0.0909,0.747,83.854,4,Favoritas
53,160.626,0.605,0.989,0,-1.68,1,0.0901,0.069,0.0,0.33,0.727,110.103,4,Favoritas
36,259.733,0.473,0.904,0,-7.648,0,0.0631,5.97e-05,0.583,0.14,0.556,128.769,4,Favoritas
58,235.6,0.622,0.842,11,-3.678,0,0.0609,0.00342,0.00014,0.0575,0.724,136.041,4,Favoritas
0,289.626,0.554,0.844,0,-6.103,1,0.0563,0.0337,1.72e-06,0.069,0.618,167.994,4,Favoritas
0,173.706,0.781,0.814,0,-6.362,1,0.0311,0.225,0.0,0.0381,0.969,130.02,4,Favoritas
0,247.924,0.757,0.608,1,-6.933,0,0.0441,0.284,0.000758,0.276,0.93,95.996,4,Favoritas
0,188.613,0.645,0.75,1,-5.736,0,0.0678,0.0231,0.0,0.397,0.798,115.978,4,Favoritas
16,160.186,0.786,0.764,0,-3.777,1,0.0331,0.0355,0.0,0.298,0.862,126.079,4,Favoritas
38,210.421,0.903,0.503,5,-9.671,0,0.233,0.0577,2.9e-05,0.0752,0.911,147.967,4,Favoritas
0,207.8,0.638,0.848,8,-5.811,1,0.122,0.144,0.0,0.578,0.961,164.874,4,Favoritas
0,272.256,0.585,0.862,5,-5.175,0,0.0445,0.00198,1.62e-05,0.177,0.731,82.481,4,Favoritas
0,199.994,0.865,0.498,8,-8.882,0,0.168,0.0718,0.00312,0.108,0.131,97.921,4,Favoritas
18,171.186,0.64,0.938,7,-1.398,1,0.0358,0.0445,0.0,0.0848,0.811,125.96,4,Favoritas
0,128.984,0.533,0.906,7,-5.68,1,0.0386,0.000174,0.000587,0.112,0.771,94.996,4,Favoritas
0,241.6,0.592,0.678,0,-5.579,1,0.0362,0.371,8.74e-05,0.162,0.68,96.892,4,Favoritas
0,168.706,0.628,0.792,5,-6.138,0,0.034,0.256,0.00613,0.108,0.878,107.988,4,Favoritas
46,336.813,0.643,0.388,0,-14.081,1,0.041,0.0918,0.000135,0.114,0.717,164.078,4,Favoritas
20,196.04,0.716,0.397,7,-7.094,1,0.0259,0.812,0.0,0.172,0.393,111.066,4,Favoritas
56,172.6,0.313,0.869,7,-4.206,1,0.0581,0.0023,0.0,0.47,0.461,83.085,4,Favoritas
22,250.773,0.501,0.767,7,-3.914,1,0.0334,0.00863,1.03e-05,0.126,0.512,120.044,4,Favoritas
37,212.866,0.583,0.816,11,-5.703,1,0.0348,0.0056,0.0,0.0855,0.665,138.742,4,Favoritas
28,212.373,0.444,0.729,0,-5.133,1,0.0289,0.0696,0.0,0.217,0.457,88.98,4,Favoritas
45,221.786,0.815,0.538,5,-11.888,0,0.0918,0.676,0.0,0.156,0.716,111.673,4,Favoritas
20,242.373,0.598,0.872,1,-2.366,1,0.361,0.0641,0.0,0.109,0.654,133.028,1,Favoritas
0,208.146,0.488,0.259,6,-11.605,0,0.11,0.675,0.0,0.18,0.262,76.943,4,Favoritas
